ags1,ags2,ags3,ags4,ags5,ags6,ags7,ags8,ags9,ags10,ags11,ags12,ats1,ats2,ats3,ats4,ats5,ats6,ats7,ats8,ats9,ats10,ats11,ats12,ats13,ats14,ats15,ats16,ats17,ats18,ats19,ats20,ats21,ats22,ats23,ats24,ats25,ats26,ats27,ats28,ats29,ats30,ats31,ats32,ats33,ats34,ats35,ats36,ats37,ats38,ats39,ats40,ats41,ats42,ats43,ats44,ats45,ats46,ats47,ats48,ats49,ats50,ats51,ats52,ats53,ats54,ats55,ats56,ats57,ats58,ats59,ats60,ats61,ats62,ats63,ats64,ats65,ats66,ats67,ats68,ats69,ats70,ats71,ats72,ats73,ats74,ats75,ats76,ats77,mps1,mps2,mps3,mps4,mps5,mps6,mps7,mps8,mps9,mps10,mps11,mps12,mps13,mps14,mps15,mps16,mps17,mps18,mps19,mps20,mps21,mps22,mps23,mps24,mps25,mps26,mps27,mps28,mps29,mps30,mps31,mps32,mps33,mps34,mps35,mps36,mps37,mps38,mps39,mps40,mps41,mps42,mps43,mps44,mps45,asiq1,asiq2,asiq3,asiq4,asiq5,asiq6,asiq7,asiq8,asiq9,asiq10,asiq11,asiq12,asiq13,asiq14,asiq15,asiq16,asiq17,asiq18,asiq19,asiq20,asiq21,asiq22,asiq23,asiq24,asiq25,gender,ags_map,ags_mav,ags_pap,ags_pav,asiq_score,ats_fear,ats_frus,ats_sad,ats_disc,ats_actc,ats_attc,ats_inhc,ats_soci,ats_hip,ats_posa,ats_nps,ats_aps,ats_asso,ats_nega,ats_effc,ats_ext,ats_ori,mps_self,mps_oth,mps_spr,ags_mastery
5,4,6,6,5,5,4,5,6,5,5,3,5,6,5,4,5,4,0,4,5,6,5,5,6,1,6,3,6,3,5,3,5,2,3,5,5,3,2,3,3,2,3,3,3,4,3,4,5,2,5,2,5,2,3,6,5,4,3,4,5,3,3,3,4,3,2,3,4,4,3,5,5,5,7,0,2,3,3,5,3,6,7,2,5,5,5,7,1,5,5,6,4,2,5,1,6,4,3,7,5,5,5,4,5,5,5,5,5,1,2,6,5,4,2,4,5,2,3,2,4,2,3,4,5,6,4,3,5,3,5,5,3,5,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,2,1,3,1,0,0,0,0,1,0,2,14,12,17,16,16,4.285714,3.833333,3.857143,3.166667,3.571429,3.2,4.857143,3.6,2.428571,4.4,4.8,3.8,5,3.807692,3.947368,3.352941,4.533333,73,58,54,26
4,5,5,5,5,4,4,3,5,4,3,4,2,3,2,5,5,5,6,5,5,5,6,6,6,5,5,5,5,5,4,2,6,2,3,5,2,3,5,2,6,3,3,3,5,3,5,0,6,2,2,5,2,2,5,3,4,5,3,2,3,5,2,3,3,3,2,3,5,3,4,5,5,2,5,5,3,5,5,3,3,5,5,3,5,5,5,6,2,5,5,5,5,3,3,2,5,3,3,7,2,3,5,3,3,3,5,5,1,1,2,6,4,5,3,3,5,5,2,3,3,4,3,4,3,5,1,3,5,3,5,4,2,3,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,13,13,13,12,10,3.571429,3.333333,3.142857,2.833333,3.714286,5.2,4.714286,5,3.857143,3.4,4.8,4.8,3.2,3.230769,4.473684,4.058824,4.266667,57,53,53,26
6,6,7,7,7,7,6,7,7,7,7,1,2,7,7,3,3,5,5,6,7,7,6,5,7,7,7,1,5,7,6,6,6,5,7,7,7,5,6,7,3,7,5,2,7,5,5,6,6,1,7,1,7,5,7,7,1,3,3,3,6,3,7,6,2,4,2,7,7,5,1,3,3,7,3,4,5,7,3,5,7,6,6,2,7,7,6,7,5,7,2,7,5,4,6,4,7,5,5,7,7,7,7,5,7,7,6,5,6,6,4,7,5,7,4,7,7,5,3,5,7,7,4,7,7,7,4,6,7,5,7,5,2,5,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,3,0,0,0,1,0,0,0,2,19,14,21,21,14,4.714286,4,5.428571,3.5,4.714286,3,4.714286,5,6,5.4,6.4,7,7,4.461538,4.263158,5.529412,6.8,98,74,84,33
5,6,4,6,5,7,6,5,5,6,5,6,1,7,2,1,7,6,3,6,1,7,6,1,7,2,7,3,5,6,1,3,6,1,2,7,5,6,6,2,7,1,4,2,7,1,6,1,4,7,2,6,5,2,7,7,5,1,6,4,3,6,2,6,2,1,5,3,7,2,2,5,1,2,7,6,1,7,2,1,7,2,7,5,4,6,3,5,6,7,6,5,5,1,2,2,5,2,5,7,5,2,1,2,7,6,7,5,1,2,6,5,5,5,2,3,5,5,2,5,3,4,5,7,7,7,3,3,7,5,6,5,1,6,0,2,1,0,0,0,0,2,1,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,16,19,14,17,12,1.428571,4.666667,2.714286,1.5,6,6.4,5.428571,2,4.142857,2.4,6.6,6.8,4.4,2.538462,5.894737,3,5.933333,67,70,60,35
6,5,7,7,6,7,6,7,7,6,6,5,6,3,6,3,6,6,6,4,5,3,6,1,6,7,6,4,6,6,7,6,6,1,4,6,5,6,6,6,3,3,4,2,6,5,6,3,6,3,5,3,7,1,5,6,2,7,5,3,6,3,3,5,5,2,5,2,5,3,2,4,3,5,6,6,5,6,6,5,5,5,5,3,6,6,3,6,6,6,6,6,5,6,5,5,5,6,5,6,6,5,6,5,6,5,5,5,5,2,5,5,4,5,4,3,7,3,3,6,6,7,3,5,7,6,3,5,6,3,5,4,4,4,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2,18,17,20,20,9,3.142857,4.166667,4.285714,2.166667,4.571429,4.2,5.428571,6.6,5.285714,5.4,5,5.6,5.8,3.461538,4.789474,5.705882,5.466667,82,68,74,35
7,7,5,7,7,7,7,5,7,7,5,7,1,3,6,3,7,1,7,7,3,6,7,1,6,7,6,7,2,7,4,3,5,1,3,6,1,5,6,5,6,1,2,2,6,3,6,4,6,1,6,6,4,2,6,7,1,7,6,1,4,5,1,3,3,1,7,1,5,1,5,6,2,3,7,5,3,7,5,4,6,6,4,4,5,6,2,4,2,6,7,5,5,1,1,6,7,2,7,7,2,5,4,4,7,7,7,7,5,1,7,5,5,5,5,3,3,4,1,1,7,1,4,1,7,7,1,1,7,1,7,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,21,17,19,0,1.714286,1.333333,2.142857,2.833333,5.571429,6,5.428571,5.8,4.285714,5.6,4.8,6.2,5,2,5.631579,5.117647,5.333333,76,83,42,42
6,6,5,6,7,7,7,4,5,6,3,7,3,3,5,6,3,2,3,4,6,5,4,5,5,6,7,2,4,5,5,5,6,6,2,7,5,5,6,4,5,6,4,6,3,6,2,4,5,2,6,2,6,6,3,3,5,6,6,5,3,3,2,6,3,7,4,5,6,3,7,3,6,5,6,3,5,6,6,6,6,2,4,4,6,7,3,6,2,5,5,3,4,5,4,4,3,5,4,6,6,5,7,5,5,7,6,4,3,3,5,6,3,2,4,4,2,4,3,6,6,6,3,7,7,7,2,5,6,6,5,5,4,5,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,20,20,13,16,9,4.428571,3.333333,5.285714,6,4.857143,3,4.285714,5.6,3.571429,3.2,4.8,5.6,6.2,4.7692310000000004,4.157895,4.058824,5.533333,75,61,76,40
6,3,6,6,6,4,5,6,6,6,6,3,6,7,6,6,6,4,1,6,6,5,6,6,5,7,6,3,4,5,6,6,6,6,2,5,5,4,6,5,3,4,5,5,3,6,5,6,4,2,3,2,5,5,5,5,5,5,6,5,6,5,4,4,5,3,6,4,3,5,7,3,5,2,6,3,5,5,6,5,6,5,2,3,6,3,5,6,6,7,6,3,3,1,5,3,6,3,3,6,6,2,5,5,2,6,5,3,5,2,2,4,3,3,2,2,5,3,2,2,3,3,5,3,6,6,4,3,5,2,5,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,10,18,18,0,5.285714,4.166667,5.285714,5.333333,5.714286,4.2,5,5.6,3.857143,5,4,4.8,3.6,5.038462,5.052632,4.705882,4.133333,78,45,45,27
5,5,5,7,6,4,5,6,7,7,5,5,2,2,5,2,5,2,7,3,6,5,5,2,6,6,3,3,7,6,3,6,7,2,6,5,5,6,3,3,2,6,2,5,6,6,2,3,6,2,7,2,6,2,5,6,3,6,1,5,6,2,3,6,3,2,1,1,2,2,2,6,5,7,6,7,5,5,6,2,6,5,7,3,6,6,2,3,7,6,4,6,4,5,1,2,6,2,5,5,5,5,2,1,7,3,3,6,3,2,5,5,6,4,5,5,3,6,2,4,6,6,5,2,6,4,3,2,6,3,5,5,2,5,0,0,2,1,1,0,0,2,1,2,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,1,16,14,17,20,16,2.571429,3.333333,4.571429,2.666667,2.285714,2.6,4.857143,5.4,6.428571,4.4,6.2,5,6.2,3.307692,3.315789,5.529412,5.8,63,74,51,30
5,5,4,6,6,5,6,6,6,6,6,6,5,5,6,6,2,6,5,6,6,3,5,5,6,6,6,3,5,5,3,5,5,4,3,6,6,3,5,5,4,3,5,5,3,6,5,6,3,2,3,2,3,5,6,4,6,3,4,5,5,3,3,5,2,4,4,5,5,4,6,2,6,5,5,4,5,5,4,5,6,3,5,3,5,5,6,6,6,6,7,6,6,1,3,4,7,2,6,6,7,6,5,3,6,6,6,6,5,1,5,4,6,5,4,3,5,7,1,3,3,3,5,3,6,6,3,5,5,4,5,5,1,6,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,2,17,16,16,18,17,4.857143,4.5,5.571429,5.333333,4.714286,3.2,4.142857,3.8,4.285714,4.4,4.2,5.4,4.4,5.076923,4.105263,4.176471,4.666667,75,80,53,33
5,6,5,6,5,5,5,5,5,5,5,5,3,1,7,6,6,3,2,6,5,5,6,1,5,NA,6,5,3,5,7,5,5,3,2,7,5,5,3,6,3,1,3,3,7,5,5,5,6,5,6,3,5,3,3,7,5,6,5,3,6,5,2,6,5,6,3,4,7,5,7,5,4,4,5,4,5,7,6,5,6,7,6,3,4,6,3,5,4,5,6,2,5,5,5,5,5,2,5,6,5,5,5,3,7,5,5,5,5,1,2,6,4,4,3,3,4,4,1,2,4,3,4,6,6,6,3,4,5,6,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,16,15,16,0,3,3.666667,4.857143,5,3.857143,4.4,4.857143,NA,3.428571,6.2,5.8,6,5.6,4.115385,4.368421,NA,5.8,72,61,59,31
5,4,6,7,6,6,6,5,7,3,5,6,4,2,5,5,5,7,2,6,6,6,6,1,5,6,NA,7,5,5,6,3,5,1,2,6,2,5,3,6,6,2,6,5,4,3,6,3,7,6,7,1,2,3,2,7,3,5,6,3,6,2,1,6,2,4,7,1,2,4,4,3,5,7,3,6,NA,6,6,3,3,7,1,2,4,5,3,5,5,7,7,7,4,1,1,1,7,7,1,7,7,4,7,1,7,7,1,7,1,1,7,1,7,7,7,1,1,1,1,1,7,1,1,4,7,7,1,1,7,1,4,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,16,18,15,0,2.571429,5.166667,NA,4,NA,4,3.714286,6,4,6.2,4.4,4.2,5.4,NA,NA,5.235294,4.666667,66,66,45,33
7,7,5,4,7,7,7,4,5,4,5,7,1,3,6,7,7,6,3,7,6,6,6,1,7,5,6,6,3,6,2,6,7,3,2,7,5,5,6,6,7,7,7,7,6,7,7,7,3,2,7,5,7,5,7,7,5,2,6,2,7,7,2,7,6,1,6,4,6,1,6,6,7,7,7,7,6,7,4,3,6,5,7,7,5,7,1,5,1,6,5,6,5,2,6,3,7,2,4,7,3,4,7,3,5,7,5,4,3,2,3,5,2,2,1,1,7,2,2,3,6,2,6,1,7,5,1,6,7,1,6,6,1,6,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,21,15,12,5,2.571429,3.5,5.571429,5.5,5.857143,6.6,6,3.2,4.571429,6,6.6,6.4,7,4.2692310000000004,6.105263,4.588235,6.666667,86,54,45,42
3,4,5,6,5,5,3,4,5,5,5,5,6,2,5,6,5,6,5,5,6,5,3,5,6,6,5,3,4,5,6,6,6,3,2,6,5,5,5,2,1,2,6,6,5,5,3,5,5,1,7,3,7,3,2,3,5,3,3,5,3,2,3,5,1,6,2,5,3,3,6,2,7,6,2,4,5,5,5,5,6,2,5,3,6,6,6,5,2,7,3,6,2,7,6,4,2,5,5,7,7,6,5,5,5,5,6,5,5,6,2,6,6,7,1,5,6,3,3,7,2,3,5,7,3,7,3,5,5,6,6,5,3,5,2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,11,14,15,15,11,5,4.166667,5.285714,5.333333,3.571429,2.8,2.857143,5,3.428571,3,5.2,5,6.4,4.961538,3.105263,3.764706,5.533333,75,60,85,25
3,3,2,3,4,3,3,3,4,3,3,3,7,7,7,7,3,2,1,1,3,5,7,7,7,1,5,1,5,4,2,7,2,1,1,7,7,5,5,5,2,7,2,6,2,4,2,7,3,NA,6,1,7,7,7,1,7,1,3,3,5,1,7,3,2,4,1,6,3,3,7,7,7,6,7,1,5,5,1,7,7,3,6,1,3,5,7,7,1,7,1,3,1,7,6,5,2,3,2,7,6,7,5,6,6,5,7,4,5,5,4,6,6,7,6,6,6,5,5,7,2,7,4,7,2,7,1,7,2,7,5,2,5,4,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,10,9,9,9,8,6.142857,NA,5.571429,6.333333,3.285714,1.8,6,1.6,2.142857,4.2,3.6,5.2,6.2,NA,3.894737,2.588235,5,69,56,95,19
5,1,7,7,7,3,5,3,7,6,7,1,2,7,7,6,7,7,5,4,6,3,2,7,2,1,5,3,7,1,7,6,5,1,5,7,1,1,3,2,1,4,7,4,2,6,5,7,2,7,6,6,7,4,5,7,5,1,1,5,1,7,7,3,4,4,5,2,1,7,2,2,1,7,5,1,1,5,1,5,3,3,1,1,1,6,7,4,2,6,7,6,4,1,3,7,7,6,5,7,6,2,5,3,7,7,6,7,3,4,7,7,6,1,6,2,6,7,2,1,5,2,7,1,7,6,4,3,6,2,7,6,2,6,1,0,0,0,0,0,1,1,0,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2,17,5,21,16,NA,4.285714,6.666667,3.857143,4.5,3.714286,5.2,3.285714,2.4,3.571429,3.2,2.8,2.4,6.6,4.7692310000000004,3.947368,3.117647,3.933333,85,87,46,22
7,6,5,6,7,7,7,4,5,4,5,6,3,5,5,7,4,5,6,3,5,5,6,7,5,1,6,2,6,3,2,4,1,2,3,7,6,6,5,2,5,5,2,4,2,2,5,6,3,3,7,2,7,6,3,5,5,1,5,6,5,3,0,7,0,1,6,4,2,6,3,2,5,6,7,5,2,5,4,5,5,3,6,2,5,3,5,5,2,6,5,5,3,4,5,6,6,4,5,6,5,4,6,5,7,6,4,6,6,4,6,6,5,5,5,7,6,4,3,2,6,3,5,1,7,7,5,3,7,5,7,6,3,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,21,19,15,14,3,3.857143,4.666667,4,4.5,4.571429,3.8,4.142857,2.2,4.428571,3.4,4.2,4,6,4.230769,4.210526,3.470588,4.733333,89,81,58,40
7,5,7,7,7,7,7,7,7,7,7,5,6,7,7,7,3,5,7,7,7,0,6,6,2,7,2,1,6,2,7,7,5,6,3,5,7,1,6,7,2,7,5,7,1,7,3,6,6,2,2,1,2,2,1,7,5,6,7,7,7,1,7,2,5,6,5,5,4,6,6,1,7,7,1,2,7,7,7,6,6,5,4,3,5,5,7,5,5,7,7,2,1,1,7,6,7,3,6,6,7,7,7,7,6,7,7,6,7,2,1,7,7,5,5,6,7,5,3,3,7,7,7,3,7,7,5,5,7,3,7,7,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,21,17,21,21,4,6.428571,5.166667,6.428571,5.666667,5.285714,2,2.857143,6.6,5.142857,5.4,2.4,4.2,4.2,5.961538,3.526316,5.647059,3.6,105,75,67,38
6,7,7,7,6,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,1,3,1,5,6,2,3,7,6,5,5,2,6,6,6,5,5,3,5,7,7,6,5,3,1,2,2,4,6,3,6,7,6,7,7,6,6,2,7,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,58,65,40
5,4,6,7,5,6,6,5,5,7,6,4,2,6,2,3,6,4,3,3,1,3,2,5,2,1,4,2,7,2,3,2,5,1,2,5,6,2,3,1,5,3,2,5,3,4,5,6,5,2,5,2,5,4,3,2,5,2,5,5,2,3,6,5,3,5,3,5,4,5,5,6,5,6,3,2,2,4,2,3,3,2,6,2,2,5,5,5,2,6,5,2,3,3,5,6,5,5,2,6,5,5,5,5,5,5,3,4,3,3,2,6,3,5,4,4,5,3,4,2,5,3,2,2,3,2,3,2,5,2,5,4,3,4,1,3,1,1,1,0,2,1,1,1,0,1,1,1,1,3,3,3,3,1,0,0,1,2,0,1,16,14,17,19,32,3.857143,4.166667,3.571429,4.666667,3.714286,4.2,3.428571,2.6,2.285714,1.8,4.4,3,5.2,4.038462,3.736842,2.235294,4.2,70,54,50,30
3,3,1,4,5,3,NA,1,4,4,1,4,4,3,6,5,5,1,1,4,6,3,NA,5,7,6,5,3,4,4,4,6,5,2,2,5,5,3,5,5,3,4,1,4,1,6,5,3,3,2,6,2,5,4,5,1,3,6,3,2,5,2,4,5,3,6,2,3,5,3,5,4,5,6,6,1,3,7,3,5,6,6,6,5,2,5,2,5,2,1,2,3,5,3,1,1,7,1,4,5,6,5,5,2,5,5,4,5,1,2,1,5,6,2,3,3,5,2,2,1,3,3,2,1,6,6,2,1,5,3,3,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,10,6,9,25,3.857143,2.166667,4.571429,4.5,3.857143,3.4,NA,4.4,1.857143,5,4,5.8,5.4,3.807692,NA,3.529412,5.066667,57,50,42,NA
4,4,5,5,3,4,3,4,4,4,4,4,3,7,5,4,7,7,6,6,4,5,6,7,1,4,2,6,6,1,6,5,5,2,6,4,2,3,6,5,5,4,5,2,3,3,5,3,5,4,2,6,4,1,5,6,2,6,2,5,3,4,1,5,4,2,3,2,1,6,2,2,2,2,3,6,4,3,5,5,5,4,3,4,1,3,6,3,2,7,6,6,6,1,6,3,7,4,6,5,6,2,6,5,6,7,6,3,5,2,5,6,6,5,6,4,6,7,2,2,6,2,4,2,7,4,3,5,7,2,6,6,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2,10,12,13,13,5,3.714286,5.5,3.142857,2.333333,4.285714,5.4,3.714286,5.2,4.428571,4.6,4.2,2.2,3,3.653846,4.368421,4.705882,3.133333,91,79,46,22
7,7,7,7,7,7,7,7,7,7,7,7,3,7,5,5,5,7,6,3,5,5,3,3,7,4,5,3,5,7,6,6,6,2,5,6,5,6,6,3,5,1,3,5,6,6,5,5,5,3,5,3,7,3,5,5,5,3,6,6,3,5,3,6,2,3,1,5,5,3,5,3,5,5,6,1,3,7,3,5,5,3,5,6,5,5,5,2,5,7,7,5,6,3,6,6,7,3,5,7,7,7,7,7,7,7,7,7,7,2,6,7,5,7,7,7,7,5,3,3,7,7,5,3,7,4,3,7,7,6,7,7,3,6,4,2,1,1,1,1,3,4,5,4,3,4,1,3,2,4,2,2,4,3,1,3,2,4,2,1,21,21,21,21,66,3.714286,4.5,5,4.333333,4.857143,4.6,3.857143,4.2,4,3.4,5.6,6.2,5.6,4.384615,4.421053,3.882353,5.8,102,89,72,42
5,5,3,4,7,6,6,4,6,2,2,7,2,7,2,6,6,7,2,6,1,7,6,2,5,3,6,2,2,2,1,1,6,3,5,7,1,6,6,2,6,5,2,2,7,2,6,2,1,1,5,6,6,2,6,6,2,1,6,3,2,6,3,5,6,3,6,1,4,2,4,7,2,6,7,3,1,6,1,5,4,2,6,5,2,5,6,6,1,7,7,1,7,1,6,7,7,4,6,6,6,6,7,6,4,6,6,1,6,4,7,6,2,1,6,6,6,4,4,2,6,6,5,3,7,2,6,4,6,2,7,5,4,5,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,18,18,11,10,11,3.285714,2.833333,1.285714,3.166667,6,6,6.285714,1.4,3.428571,2,6.2,4.2,5.8,2.615385,6.105263,2.411765,5.4,94,74,55,36
5,4,4,4,5,5,5,2,4,4,3,4,3,3,6,2,7,2,7,3,3,5,3,4,5,5,6,5,1,4,5,5,5,2,7,5,2,2,5,7,1,5,4,3,3,3,3,5,7,2,4,3,4,3,6,7,2,6,5,2,7,2,2,3,2,3,5,1,3,5,1,5,5,2,6,7,2,5,7,2,6,6,3,3,5,5,5,4,2,6,5,6,4,3,4,3,7,2,5,7,4,4,5,5,7,5,5,5,4,3,4,5,5,4,3,3,5,3,3,3,7,3,5,5,7,7,3,4,7,4,5,5,3,5,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,2,15,13,11,10,14,3.285714,2.666667,2.571429,2.833333,4.285714,3.2,4,6,5.714286,6.2,3.8,4.6,4,2.846154,3.894737,5.941176,4.133333,81,66,60,28
7,7,1,6,7,7,7,1,1,1,1,7,6,7,7,5,7,4,7,3,7,5,3,5,3,3,6,7,3,3,4,7,6,3,3,7,3,3,6,7,7,7,3,1,7,7,4,1,7,1,1,7,7,1,6,7,1,4,3,2,3,6,1,1,6,1,2,1,1,2,2,7,7,3,7,7,7,7,3,3,7,6,7,6,7,4,2,5,7,4,3,1,2,1,5,1,7,2,7,1,2,2,6,1,5,4,5,7,3,2,1,4,5,1,3,2,1,5,4,1,7,1,4,1,7,1,1,1,7,1,7,4,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,21,21,3,8,15,3.857143,2.5,4.714286,1.833333,4.714286,6.2,5.285714,4.2,6.428571,6,5.2,4.2,4.4,3.307692,5.315789,5.647059,4.6,69,48,25,42
4,5,5,7,5,6,6,7,7,7,6,4,5,2,5,3,3,5,6,6,6,6,6,7,6,7,3,3,7,7,6,7,5,2,3,6,7,4,2,2,2,6,5,5,4,4,3,3,4,5,6,1,6,3,2,7,7,3,4,5,4,2,5,5,2,2,1,7,2,6,4,3,5,7,5,5,4,6,3,6,5,2,6,2,7,7,5,4,5,7,4,5,4,6,5,3,7,3,7,7,6,6,5,3,7,6,6,6,3,1,5,6,4,5,6,3,7,4,2,6,5,3,6,5,7,5,2,5,7,5,7,6,2,6,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,2,15,15,18,21,9,5,5.5,6,3.333333,2.857143,2.2,3.714286,4.6,5.571429,3.2,5.2,5.2,6.4,5,3,4.588235,5.6,87,72,67,30
7,7,7,7,7,6,7,6,7,7,7,7,4,4,7,3,5,6,6,2,6,6,6,2,6,7,6,3,6,7,6,5,6,2,2,7,2,5,6,5,5,1,4,6,3,6,6,7,7,2,6,2,6,2,3,6,4,6,4,4,5,3,3,7,5,4,2,3,6,5,4,3,5,4,5,6,5,5,6,2,6,6,6,5,6,6,2,2,5,7,6,2,5,5,1,3,7,3,7,4,5,4,5,1,5,6,4,6,3,1,2,2,6,6,1,1,5,1,2,5,7,4,1,1,7,1,1,1,7,4,6,5,1,6,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,2,21,20,21,20,14,2.857143,4.5,4.428571,4.333333,4.142857,4.2,4.142857,6.4,4.571429,5.2,5.6,6,5.8,4,4.157895,5.294118,5.8,70,57,46,41
5,4,5,6,5,5,5,6,6,6,6,4,5,3,5,7,7,7,6,2,6,4,6,7,6,7,6,2,7,5,7,5,3,1,3,5,7,5,6,2,2,5,7,3,2,5,6,7,1,7,7,1,6,2,7,6,7,4,3,7,2,2,7,5,1,2,2,7,5,5,3,2,4,7,3,5,2,3,7,7,4,2,6,2,6,6,3,2,7,3,6,5,5,2,1,1,6,6,2,6,2,5,4,3,2,6,5,7,2,3,2,2,6,2,3,3,2,2,6,2,5,2,2,5,6,3,1,2,6,3,5,3,1,6,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,13,17,18,4,4.857143,6.666667,5.571429,4,3.428571,3.6,3.714286,5.2,5.428571,2.6,4,4.6,6.2,5.2692310000000004,3.578947,4.529412,4.933333,55,54,53,28
7,6,7,7,6,6,6,7,7,7,7,7,5,7,5,7,6,3,3,7,7,6,6,3,6,6,6,3,5,6,6,6,6,3,6,5,6,5,5,2,6,1,5,7,5,5,5,7,5,5,5,1,5,7,2,2,6,3,5,6,3,3,3,6,2,7,7,5,6,3,5,5,5,6,7,2,5,6,2,2,6,2,5,3,5,5,6,6,5,6,7,7,7,6,6,6,7,5,7,6,7,3,6,6,6,6,6,7,6,6,6,6,7,5,5,6,6,5,5,4,6,4,6,3,7,6,6,5,7,4,6,7,4,6,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,2,19,19,21,21,18,3.857143,4.5,5.714286,6.666667,5.714286,4.2,4.714286,4.4,3.428571,3,5.6,6,5.2,5.153846,4.947368,3.588235,5.6,94,95,72,38
6,6,5,5,6,5,6,5,6,6,5,6,2,6,4,4,6,5,4,6,6,2,5,1,6,7,3,3,4,5,4,3,5,1,3,6,2,4,3,4,6,2,2,2,6,6,2,5,6,3,6,3,5,3,3,7,4,NA,5,4,4,5,3,5,6,2,3,2,4,5,4,5,2,1,6,4,5,6,5,5,4,6,NA,3,3,5,5,3,5,6,6,1,5,2,6,6,6,3,3,6,5,3,6,5,6,6,4,6,5,3,6,5,6,5,4,5,5,5,3,3,5,3,3,3,7,6,1,5,7,4,7,5,2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,18,17,16,16,5,2.714286,3.833333,4,3.333333,4.142857,4.4,4.571429,NA,4,4.2,NA,5,4.6,3.461538,4.368421,NA,NA,84,70,55,35
