ags1,ags2,ags3,ags4,ags5,ags6,ags7,ags8,ags9,ags10,ags11,ags12,ats1,ats2,ats3,ats4,ats5,ats6,ats7,ats8,ats9,ats10,ats11,ats12,ats13,ats14,ats15,ats16,ats17,ats18,ats19,ats20,ats21,ats22,ats23,ats24,ats25,ats26,ats27,ats28,ats29,ats30,ats31,ats32,ats33,ats34,ats35,ats36,ats37,ats38,ats39,ats40,ats41,ats42,ats43,ats44,ats45,ats46,ats47,ats48,ats49,ats50,ats51,ats52,ats53,ats54,ats55,ats56,ats57,ats58,ats59,ats60,ats61,ats62,ats63,ats64,ats65,ats66,ats67,ats68,ats69,ats70,ats71,ats72,ats73,ats74,ats75,ats76,ats77,mps1,mps2,mps3,mps4,mps5,mps6,mps7,mps8,mps9,mps10,mps11,mps12,mps13,mps14,mps15,mps16,mps17,mps18,mps19,mps20,mps21,mps22,mps23,mps24,mps25,mps26,mps27,mps28,mps29,mps30,mps31,mps32,mps33,mps34,mps35,mps36,mps37,mps38,mps39,mps40,mps41,mps42,mps43,mps44,mps45,asiq1,asiq2,asiq3,asiq4,asiq5,asiq6,asiq7,asiq8,asiq9,asiq10,asiq11,asiq12,asiq13,asiq14,asiq15,asiq16,asiq17,asiq18,asiq19,asiq20,asiq21,asiq22,asiq23,asiq24,asiq25,gender,ags_map,ags_mav,ags_pap,ags_pav,asiq_score,ats_fear,ats_frus,ats_sad,ats_disc,ats_actc,ats_attc,ats_inhc,ats_soci,ats_hip,ats_posa,ats_nps,ats_aps,ats_asso,ats_nega,ats_effc,ats_ext,ats_ori,mps_self,mps_oth,mps_spr,ags_mastery
7,6,7,7,7,7,7,7,6,6,6,7,6,3,7,5,4,6,7,6,7,6,3,5,6,5,3,3,4,5,5,5,5,2,7,7,6,6,5,3,6,4,7,5,6,6,6,4,4,3,6,3,6,4,5,1,6,3,5,5,5,3,4,3,3,3,3,5,7,5,2,3,2,6,2,5,6,5,NA,3,6,3,6,2,4,5,5,6,3,7,6,5,5,2,6,6,7,3,3,7,7,5,7,7,7,7,7,5,7,3,6,7,5,6,7,5,6,7,1,1,6,3,7,2,7,5,4,5,7,2,7,5,1,5,1,1,0,0,1,1,3,3,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,2,21,20,19,20,19,3.857143,5,5.857143,3.833333,3.857143,4.4,4,NA,4.428571,4.2,5.2,5.8,6,4.653846,4.052632,NA,5.666667,102,81,53,41
6,1,4,5,7,7,7,1,4,2,2,1,2,7,6,7,5,4,2,5,5,7,6,6,7,2,6,3,6,6,2,6,6,5,1,5,5,6,6,4,6,1,2,6,7,6,7,6,4,3,5,3,5,4,4,5,2,2,7,5,3,5,1,6,3,7,7,4,6,3,7,5,6,4,4,1,6,5,3,5,6,5,5,6,1,3,6,1,1,6,6,6,6,3,5,6,7,2,6,6,7,6,7,5,6,6,4,6,6,2,5,6,6,2,5,7,4,4,3,1,7,2,3,2,6,6,4,2,7,2,3,6,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,20,9,10,8,4,4.428571,3.833333,4.857143,6.166667,6.285714,5.2,4.142857,2.6,1.714286,4.2,6.2,6,4.4,4.807692,5.210526,2.705882,5.533333,85,83,46,29
5,4,5,5,6,3,5,6,5,5,2,4,2,1,4,5,7,6,5,3,3,5,6,4,4,3,3,3,4,4,2,1,3,2,6,7,3,2,3,3,5,6,3,4,3,3,5,7,3,6,6,4,5,2,3,7,5,5,1,5,3,3,5,6,2,4,1,4,4,5,2,3,3,6,5,5,2,5,5,4,4,3,6,5,4,5,6,4,6,5,5,5,4,3,2,1,3,3,2,7,3,3,5,2,6,5,5,4,5,2,4,6,4,6,5,6,4,3,3,5,5,4,5,6,6,7,5,5,6,3,6,5,3,5,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,16,11,12,16,11,3.714286,4.833333,3,4,2.428571,4.8,3.571429,3.6,5.571429,3.2,4.6,4.2,5.8,3.846154,3.473684,4.294118,4.866667,68,64,65,27
5,5,7,7,5,4,5,7,7,7,7,5,7,3,7,7,3,5,4,2,6,6,4,5,5,3,5,2,5,4,5,6,5,6,3,6,7,5,6,4,4,5,5,6,4,6,4,6,4,5,5,3,7,6,1,3,7,3,5,5,6,2,6,5,1,5,2,6,4,5,4,3,4,6,3,3,5,5,5,4,5,1,4,3,3,5,6,3,5,7,5,3,4,6,7,3,7,4,5,5,7,4,7,7,7,7,6,3,7,5,2,7,5,7,6,4,6,4,3,5,6,6,7,5,6,5,2,5,6,6,7,3,4,5,4,3,3,2,2,3,4,4,2,3,1,4,1,3,1,2,1,3,2,2,1,2,1,3,2,1,15,14,21,21,59,5.428571,5,6.142857,5.666667,3.714286,3.2,2.857143,4,3.714286,4,4.8,4.6,5.8,5.576923,3.263158,3.882353,5.066667,101,61,76,29
5,3,5,6,6,3,3,5,6,6,6,3,4,7,7,7,6,3,2,6,3,3,4,1,3,6,5,5,5,3,5,6,4,1,6,6,3,3,5,6,5,1,2,6,1,6,6,5,3,2,5,3,5,3,5,7,2,3,6,2,6,3,2,2,2,6,6,2,3,2,6,6,6,2,6,2,2,5,4,3,6,6,4,5,5,6,1,2,5,5,7,5,5,2,6,6,1,3,7,7,6,3,7,5,7,7,6,6,6,5,6,3,5,5,6,3,7,7,3,2,7,2,6,2,7,2,5,3,7,3,7,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,14,9,17,17,3,2.571429,2.666667,3.428571,5.5,5.714286,4.6,4,4.2,4,6,2.8,4,4.8,3.5,4.789474,4.647059,3.866667,87,88,50,23
4,3,6,7,4,6,6,4,6,7,4,3,2,3,6,4,5,5,7,6,3,2,3,2,7,6,6,4,5,5,3,6,4,4,5,5,5,3,3,3,2,5,5,3,1,3,2,7,6,2,6,2,2,1,6,7,3,6,2,2,5,2,1,2,6,2,2,2,5,1,2,6,2,3,7,6,3,3,4,5,6,5,5,3,2,5,3,6,4,5,5,6,5,4,3,3,7,6,5,6,6,3,6,3,5,5,5,5,5,3,2,5,5,4,3,3,2,2,5,5,6,4,5,5,5,6,1,3,5,4,6,5,5,3,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,14,12,16,18,17,2.714286,3.333333,3.571429,3.166667,3.571429,2.6,5.285714,5,5.142857,4.6,2.8,5.2,4.2,3.192308,3.947368,4.941176,4.066667,74,58,68,26
5,6,6,6,6,6,6,6,6,6,6,6,3,7,7,7,7,7,6,2,2,4,2,5,6,6,5,3,6,4,6,4,7,5,5,NA,2,3,5,7,1,4,6,6,7,5,3,7,6,3,5,2,7,6,3,7,2,6,5,4,7,1,2,7,5,4,3,2,5,2,2,2,6,7,5,5,3,6,6,4,6,6,6,2,7,7,1,6,6,4,NA,4,3,3,3,3,6,2,4,4,2,2,5,3,5,5,3,5,3,2,4,4,5,2,6,5,7,5,2,2,4,3,1,2,5,5,3,3,5,3,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,2,17,18,18,18,NA,3.714286,4.666667,2.857143,5.333333,4.142857,2.8,3.714286,6,5.714286,6,6.2,5.4,NA,4.076923,3.631579,5.882353,NA,59,NA,40,35
5,7,1,7,7,4,4,4,1,5,1,7,5,7,7,6,7,5,0,3,7,6,6,7,7,6,7,3,7,6,7,1,7,1,4,5,7,7,7,6,7,5,6,6,7,7,7,7,7,2,7,1,6,6,2,2,7,7,7,5,7,3,1,7,2,5,7,5,5,6,5,1,7,7,3,0,7,7,7,7,6,6,7,1,2,7,3,7,1,5,1,1,1,5,1,1,6,6,1,7,5,5,5,2,1,1,1,5,1,1,5,7,1,3,1,1,5,1,1,5,5,1,7,1,7,7,1,1,5,5,3,1,1,3,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,3,1,1,1,1,1,1,0,2,16,18,3,16,21,4.428571,5.166667,5.857143,5.833333,5.571429,5,4,6.8,2,5.8,6.8,6.2,6.4,5.307692,4.842105,4.529412,6.466667,65,25,50,34
4,6,7,7,7,6,6,6,6,6,6,6,3,6,6,5,7,5,6,7,2,6,3,6,5,7,7,7,4,6,7,7,5,1,2,7,1,5,6,4,3,2,1,2,7,7,7,5,7,1,7,3,2,1,6,3,1,7,7,1,7,6,1,2,7,6,6,1,5,5,6,6,2,6,7,4,6,4,7,1,7,7,6,7,2,5,7,7,4,2,5,5,1,1,6,5,5,3,3,5,5,5,6,3,4,6,5,4,3,2,4,5,5,5,3,3,5,3,2,2,6,2,3,3,7,5,1,2,7,1,7,4,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,17,18,19,19,3,3,2.833333,3.571429,4.166667,6.571429,5.2,5.857143,7,3.285714,6.2,5.2,5.4,5.4,3.384615,5.947368,5.235294,5.333333,76,53,46,35
5,6,6,6,6,6,6,6,6,6,6,6,3,6,6,5,6,3,6,7,6,2,6,0,5,6,6,3,6,5,6,4,6,1,3,6,5,3,6,6,4,3,3,2,5,5,5,3,5,3,5,2,5,3,3,5,5,5,3,3,5,3,3,5,2,3,5,5,3,3,3,6,5,0,5,5,3,5,6,5,5,2,5,3,4,5,3,6,5,7,5,4,3,5,6,5,7,3,5,5,7,3,7,5,5,7,6,5,5,3,3,6,3,3,3,3,7,3,3,3,7,3,5,3,7,6,3,3,7,3,6,5,3,3,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,2,17,18,18,18,12,2.857143,3.5,4.714286,3.166667,5.142857,4,4.428571,5.6,4.428571,4.4,4.6,4.6,4.2,3.576923,4.578947,4.764706,4.466667,96,58,55,35
6,7,5,5,7,6,6,4,5,5,4,6,5,7,5,3,3,2,3,7,7,5,6,7,2,6,6,6,6,2,2,5,5,3,3,5,5,3,3,6,3,5,2,2,3,6,6,5,6,1,7,2,3,1,7,6,1,3,5,5,6,3,1,5,3,1,3,1,5,5,1,3,3,5,6,3,5,3,5,5,3,6,5,2,3,3,5,6,3,7,3,1,5,1,2,5,5,1,5,6,3,2,5,3,7,5,3,7,2,1,5,5,6,3,3,5,7,5,1,2,3,3,1,1,7,5,1,1,7,2,5,5,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,19,19,14,14,6,4.142857,3.5,4.285714,2.166667,4.714286,3.4,4.857143,4.4,3.714286,5.8,4.6,3,4.6,3.576923,4.421053,4.529412,4.066667,67,66,33,38
6,7,5,5,7,6,6,5,5,5,3,7,2,6,6,4,5,2,1,6,3,3,3,5,6,5,6,6,4,5,6,6,6,2,2,6,4,4,6,6,6,1,1,5,3,5,5,2,6,2,5,3,5,2,6,4,2,4,4,2,7,4,1,5,4,5,4,1,5,2,6,3,5,3,7,NA,6,5,4,5,5,6,5,6,5,6,2,6,2,4,4,4,4,4,4,1,5,3,3,5,4,3,7,1,5,6,5,5,3,1,4,4,5,3,3,3,4,3,3,4,6,1,1,3,7,6,1,1,7,5,5,5,3,5,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,19,20,13,15,10,3.142857,2.166667,3.857143,4,5.428571,4.6,4.714286,5,NA,6.2,4.4,5.2,5,3.307692,4.947368,NA,4.866667,68,55,50,39
6,5,2,6,7,7,7,2,4,4,2,4,5,5,6,5,6,5,5,6,6,5,6,5,7,6,6,3,5,6,7,6,5,2,3,6,5,3,5,5,3,4,3,3,5,3,5,5,6,3,7,6,5,2,3,2,3,6,5,3,7,2,2,5,1,1,6,2,6,3,2,3,6,6,5,6,3,6,6,6,5,5,5,3,6,6,5,3,5,4,3,3,5,3,2,5,5,3,5,6,5,5,5,3,5,4,5,6,3,1,4,5,5,6,3,2,3,5,1,5,6,5,2,2,4,5,1,3,5,3,5,5,2,6,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,2,20,16,8,12,13,4.428571,3.666667,4,3,5.142857,4.4,3.428571,6.2,4.428571,5.2,5,6,6,3.807692,4.315789,5.176471,5.666667,61,63,55,36
7,6,7,7,7,7,7,6,7,7,5,7,5,2,6,7,3,6,5,3,6,5,6,5,6,5,4,1,6,6,5,7,6,1,2,7,5,4,3,5,3,3,5,6,3,6,6,6,6,3,6,3,6,5,3,5,5,3,3,4,3,6,1,6,2,4,3,5,4,2,7,2,5,5,3,5,6,5,5,6,5,2,6,1,7,6,2,5,5,7,3,3,3,3,2,4,7,4,5,7,5,5,5,2,6,5,7,6,4,1,5,7,4,5,4,3,3,3,2,5,7,7,3,6,6,4,4,3,6,6,7,4,2,5,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,21,20,19,20,11,3.571429,4.333333,5.714286,5.833333,2.714286,4.2,3.571429,4.8,4.571429,3.4,5.2,5.2,6,4.846154,3.421053,4.294118,5.466667,76,62,67,41
4,5,6,7,5,5,6,7,7,7,5,5,5,3,6,7,6,1,3,6,7,7,5,7,6,6,6,1,5,6,2,7,6,6,5,6,7,3,5,2,3,1,6,7,4,6,5,2,1,2,7,1,6,6,6,3,6,5,5,2,3,3,7,5,2,7,5,3,7,6,6,2,6,6,6,1,5,5,3,6,6,2,6,1,7,7,7,1,6,7,7,2,6,1,7,6,7,5,6,7,7,6,7,7,7,7,3,6,7,3,6,7,6,7,6,6,7,6,3,3,7,6,7,1,7,7,4,3,7,5,7,7,5,3,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,2,1,1,1,1,0,1,1,2,15,15,18,21,19,6.285714,3.666667,5.857143,5.833333,4.428571,3.6,3.571429,3.4,3.714286,2.8,5.6,6,6.4,5.461538,3.894737,3.352941,6,105,84,65,30
7,1,6,6,7,7,7,6,6,6,6,1,5,6,7,2,3,2,7,7,5,4,3,3,3,5,6,7,6,2,2,6,7,1,5,5,1,3,6,2,7,1,1,5,2,6,7,2,2,1,1,3,5,1,3,7,1,3,6,5,7,6,2,6,7,1,7,1,1,3,2,6,2,1,7,6,5,5,3,5,2,7,6,7,2,3,2,5,1,3,5,2,7,1,2,1,3,1,1,6,2,2,3,1,1,3,2,1,5,2,2,6,2,5,3,1,1,1,1,1,5,1,1,2,7,1,2,1,7,1,5,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,21,9,18,18,3,2.857143,3,3.571429,2.166667,6.428571,5.2,4.857143,3,4.142857,6,5,2.6,3,2.923077,5.526316,4.352941,3.533333,54,34,28,30
6,7,3,5,7,7,7,1,5,5,2,6,4,2,7,5,4,5,3,3,6,6,3,3,6,6,6,4,4,7,6,6,6,5,5,7,7,5,6,7,2,3,4,5,2,6,3,5,6,4,6,2,7,4,5,5,7,2,3,5,7,2,4,6,1,5,2,4,7,4,3,4,5,4,6,3,5,6,5,4,7,4,6,4,4,5,4,5,6,6,2,1,2,2,3,2,7,2,7,7,7,2,5,2,6,5,6,6,1,2,1,7,6,1,2,1,6,1,1,4,6,4,1,4,7,7,1,5,7,5,5,5,1,6,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,20,20,10,11,11,4.142857,4.333333,5.857143,4.5,3.714286,2.6,4.142857,5,4.142857,5.8,5.2,6.6,5.8,4.730769,3.578947,4.882353,5.866667,75,49,53,40
7,6,6,7,7,6,6,6,7,6,7,NA,5,7,5,7,4,2,2,6,7,6,7,7,6,3,6,3,6,4,5,5,5,5,3,4,5,5,5,4,5,1,4,6,7,6,5,6,3,4,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,20,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,6,6,7,5,5,6,6,6,7,5,4,6,7,6,6,4,6,3,3,4,3,7,6,7,5,3,3,6,7,2,5,2,4,6,4,7,6,7,4,2,3,5,5,4,5,4,4,5,5,3,5,2,1,5,5,2,6,4,5,2,5,4,2,4,5,1,4,6,3,3,5,7,1,4,3,4,4,6,6,5,4,5,5,6,3,6,5,4,5,4,3,5,1,2,6,6,3,5,4,2,5,2,5,6,6,6,2,2,3,6,3,5,5,2,2,4,2,4,1,2,2,4,7,4,2,2,6,5,6,3,2,4,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,2,17,15,19,18,15,4.571429,4.166667,3.142857,4,5.142857,4,3.285714,4.8,4.428571,5.4,4.4,5.2,5.8,3.961538,4.157895,4.823529,5.133333,60,54,56,32
7,6,7,7,6,7,7,7,7,7,7,6,3,7,5,7,6,6,3,6,6,6,4,6,6,7,6,1,5,6,7,6,6,1,5,7,7,NA,6,5,3,1,5,5,2,2,6,3,3,4,6,2,2,1,2,7,6,3,3,5,5,2,6,2,2,1,3,4,1,5,5,4,5,4,6,3,2,6,6,5,5,6,6,2,5,6,6,2,5,7,7,2,5,6,7,5,1,3,5,7,7,7,7,7,6,7,7,6,7,5,3,6,6,6,5,5,6,5,6,6,7,5,6,2,6,6,5,5,7,6,6,5,5,5,5,1,1,0,0,0,1,2,2,1,2,1,0,0,0,1,2,2,5,NA,1,1,1,0,0,2,20,19,21,21,NA,4.571429,5,4.714286,3.666667,4.714286,3.8,NA,5.2,4.142857,4.4,4.4,4.8,5,4.5,NA,4.529412,4.733333,94,75,82,39
7,5,5,7,7,6,6,6,6,6,6,6,6,3,4,5,6,5,2,5,3,4,6,1,6,3,7,3,5,2,2,5,3,2,5,6,6,7,6,3,3,1,2,7,3,4,6,6,2,1,3,3,6,5,6,6,3,1,5,6,5,3,1,1,6,2,4,3,1,3,3,4,4,1,6,1,3,4,2,6,6,3,2,2,4,3,5,7,1,6,5,4,2,2,6,2,2,2,2,6,7,3,6,2,2,7,2,3,7,6,2,6,3,6,5,2,6,3,3,1,6,2,5,7,7,7,2,2,7,2,7,5,3,4,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,2,20,17,17,19,13,3.571429,3.666667,3.857143,4.666667,4.571429,4.2,6,2,2.857143,3.6,2.6,3.8,3.8,3.923077,5,2.823529,3.4,87,46,54,37
6,6,7,7,7,6,6,7,7,7,7,7,2,4,5,5,NA,5,6,7,5,5,7,7,7,3,6,3,2,5,2,6,6,1,5,6,5,6,6,2,7,3,3,2,7,5,5,2,4,3,5,1,6,2,3,2,7,2,3,5,3,3,3,5,5,2,6,6,3,3,2,3,5,5,6,5,5,5,2,2,3,1,5,6,3,3,5,6,6,5,5,3,5,5,3,5,4,2,6,5,5,4,5,5,7,5,5,6,5,3,5,3,6,5,5,6,5,7,3,3,5,3,3,3,7,7,2,3,7,3,NA,7,2,3,1,2,2,0,1,1,0,3,1,2,2,1,2,0,1,1,2,1,2,2,0,1,2,2,1,1,19,19,21,21,33,3.571429,3.5,5.571429,2.5,5.428571,NA,5.142857,2.6,4.285714,2.8,5.6,4.6,5,3.846154,NA,3.352941,5.066667,NA,78,56,38
7,7,4,5,7,7,7,2,5,4,4,7,5,3,6,6,5,6,5,6,5,3,7,5,7,6,7,5,6,7,5,6,6,5,3,7,6,6,6,7,5,2,3,5,7,5,6,7,6,5,7,3,6,6,7,6,5,5,6,5,5,5,7,2,3,6,6,2,5,3,3,2,7,5,5,3,3,3,3,5,5,6,6,3,3,2,6,7,6,5,6,5,3,6,5,3,5,5,7,6,6,6,5,5,7,6,6,5,5,1,2,5,5,6,5,5,6,6,1,5,6,5,3,3,7,5,1,5,6,6,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,21,13,11,0,5.714286,4.666667,4.571429,5.5,5.285714,4.8,5.285714,5,4,5.8,4.8,5.4,5.4,5.115385,5.157895,4.823529,5.2,81,67,68,42
5,4,6,6,5,6,6,6,6,6,6,4,5,6,5,5,3,6,5,3,5,5,3,2,7,3,5,3,3,2,3,3,3,2,5,7,2,3,3,5,3,3,4,5,2,5,5,6,3,3,5,3,5,3,3,6,3,3,3,2,5,3,5,5,2,3,2,2,3,3,3,3,6,5,3,5,3,5,3,6,3,6,5,NA,4,5,3,5,6,3,5,5,3,5,2,3,5,3,3,5,3,3,5,2,5,5,5,5,2,3,3,3,5,5,3,3,3,5,3,3,3,3,3,2,3,5,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,16,14,18,18,2,4.142857,3.5,3.285714,4.166667,NA,3.4,3.142857,3,4.857143,4.8,4,4,5.4,3.769231,NA,4.294118,4.466667,48,57,54,30
NA,2,6,5,7,6,6,3,5,6,4,2,7,7,5,6,3,2,1,6,5,1,2,7,2,6,7,7,4,6,7,6,7,2,1,4,2,6,3,4,3,1,3,7,6,6,5,7,6,2,1,1,7,1,2,2,6,1,5,3,5,1,5,7,1,6,2,6,1,6,7,5,7,3,6,1,3,2,5,2,6,7,2,3,6,2,6,1,7,7,5,6,1,7,6,5,6,2,1,7,4,7,6,6,7,6,6,4,4,1,3,6,3,4,3,2,5,NA,1,4,5,1,1,5,7,7,1,3,6,5,6,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,NA,10,15,14,NA,5.142857,3.333333,4.857143,5.666667,4.714286,2.6,3.285714,5,2.714286,5.6,4.6,3.4,3.4,4.7692310000000004,3.631579,4.235294,3.8,81,NA,62,NA
6,6,6,7,6,5,5,6,7,6,6,5,3,6,5,4,3,1,3,6,2,5,6,6,2,5,5,4,4,2,2,3,6,3,2,7,3,3,5,5,4,1,2,2,5,4,6,2,6,1,6,3,5,2,3,6,1,6,3,2,6,2,4,4,6,2,5,2,5,3,5,3,5,2,7,6,3,5,3,2,5,6,6,2,6,6,3,3,2,6,5,2,2,1,3,3,2,1,1,7,1,2,1,1,6,2,3,6,1,1,4,5,2,5,2,2,2,2,2,1,1,2,1,1,6,2,2,2,5,2,6,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,16,19,19,0,3.714286,2.166667,2.571429,2.833333,4.571429,3.6,4.428571,4.4,3.714286,5.2,5.2,3.8,5.2,2.846154,4.263158,4.352941,4.733333,43,49,34,33
7,7,5,6,7,7,7,5,6,5,5,6,3,7,6,4,5,5,4,6,6,6,6,1,6,4,6,6,5,4,1,6,5,1,2,5,3,5,6,3,5,2,2,5,6,5,6,7,5,2,3,6,3,4,6,7,4,3,5,3,6,6,1,5,4,5,4,2,3,4,4,5,4,1,6,3,5,6,4,5,5,6,6,4,3,3,6,6,5,5,5,6,5,2,6,4,7,4,5,4,5,2,6,5,5,6,5,4,5,3,3,4,6,4,3,3,5,4,3,3,5,3,4,4,6,6,2,4,6,3,5,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,20,16,16,0,3,3.5,4.428571,4.833333,5.428571,5.6,5.428571,3.4,3.714286,5.4,5.6,4.8,3,3.923077,5.473684,4.117647,4.466667,80,64,53,41
5,5,7,5,6,5,5,3,6,5,3,4,5,6,5,6,5,6,5,6,5,5,7,6,5,5,7,5,3,3,5,6,5,3,3,5,3,6,6,NA,6,2,3,3,5,5,6,3,6,4,0,2,6,0,5,6,5,5,NA,5,6,5,2,7,5,2,6,2,6,3,5,6,5,2,7,5,4,2,6,NA,4,5,5,6,6,5,6,6,0,7,6,7,5,2,3,5,7,2,5,4,5,1,6,5,6,6,NA,7,6,1,2,5,6,2,3,1,7,3,1,1,6,1,NA,1,7,7,1,1,7,1,6,5,1,7,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,16,14,16,13,NA,NA,4,4.285714,3.166667,NA,4.8,6,5.4,3.857143,NA,5.4,4,3.6,NA,NA,NA,4.333333,NA,69,NA,30
6,5,6,6,6,5,5,5,6,5,6,5,5,6,6,6,6,6,6,7,5,5,4,5,5,3,5,5,6,3,5,5,7,3,4,5,2,5,6,5,4,6,6,5,5,5,5,6,5,2,5,3,5,2,3,5,2,3,5,4,5,3,1,5,3,5,5,2,2,5,5,3,7,6,2,5,5,3,3,5,4,6,5,5,2,5,5,6,5,6,4,4,4,2,3,5,5,3,4,4,5,3,7,5,4,6,4,4,5,3,4,5,5,3,4,4,3,3,3,3,5,3,3,1,7,3,3,3,7,3,5,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,15,18,16,0,4.428571,4.833333,3.714286,4.833333,5.571429,4.2,3.714286,3.8,4.714286,5.4,5.4,3.4,5.2,4.423077,4.526316,4.647059,4.666667,77,61,44,32
4,4,5,5,5,4,4,4,5,5,5,4,4,5,6,5,5,2,4,6,6,5,6,3,5,5,5,5,6,3,7,6,4,2,3,6,5,2,4,6,3,2,2,6,6,6,5,6,2,2,4,3,3,5,5,5,6,2,2,4,5,3,2,6,2,6,3,5,2,3,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13,12,15,14,NA,NA,3.166667,NA,5.166667,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
3,4,5,6,3,4,3,5,5,4,4,4,2,3,5,6,5,6,3,6,6,5,6,7,7,3,6,3,5,5,3,7,5,2,3,5,5,5,5,2,5,1,6,2,5,4,5,5,6,3,5,3,2,2,6,6,5,5,2,5,3,5,5,5,1,5,1,5,4,5,5,5,5,3,6,3,3,7,5,3,4,2,6,3,3,3,5,2,3,6,6,2,1,2,2,5,5,2,5,4,3,3,5,3,6,5,4,6,2,1,3,7,5,3,5,4,5,4,2,2,2,6,3,2,7,7,1,2,7,3,6,5,2,4,1,1,3,2,0,0,0,1,2,1,2,0,0,0,1,1,3,5,1,1,1,1,1,1,1,2,9,12,14,15,30,4.142857,5,5,4.166667,3.714286,4.6,4.428571,4.4,3.142857,3,5.2,5.4,3.6,4.576923,4.210526,3.470588,4.733333,68,62,45,21
